facility_name,city,state,industry_sector,year,predicted_emissions
"Gunnison Spar, Garden Banks 668 Platform",Offshore,TX,Petroleum And Natural Gas Systems,2019,25180.384940000004
"Gunnison Spar, Garden Banks 668 Platform",Offshore,TX,Petroleum And Natural Gas Systems,2020,23309.33664000001
"Gwf Power Systems, L.P. (Site 1)",Pittsburg,CA,Power Plants,2018,56171.082802999976
"Gwf Power Systems, L.P. (Site 1)",Pittsburg,CA,Power Plants,2019,306029.9498283
"Gwf Power Systems, L.P. (Site 1)",Pittsburg,CA,Power Plants,2020,175446.40204399996
"Gwf Power Systems, L.P. (Site 2)",Pittsburg,CA,Power Plants,2018,79634.965115
"Gwf Power Systems, L.P. (Site 2)",Pittsburg,CA,Power Plants,2019,75588.27570659999
"Gwf Power Systems, L.P. (Site 2)",Pittsburg,CA,Power Plants,2020,59693.73917300001
"Gwf Power Systems, L.P. (Site 3)",Antioch,CA,Power Plants,2018,65944.46540750003
"Gwf Power Systems, L.P. (Site 3)",Antioch,CA,Power Plants,2019,78505.96024
"Gwf Power Systems, L.P. (Site 3)",Antioch,CA,Power Plants,2020,77792.57695999998
"Gwf Power Systems, L.P. (Site 4)",Antioch,CA,Power Plants,2018,74248.76627500002
"Gwf Power Systems, L.P. (Site 4)",Antioch,CA,Power Plants,2019,76114.60297659998
"Gwf Power Systems, L.P. (Site 4)",Antioch,CA,Power Plants,2020,75187.72762999998
"Gwf Power Systems, L.P. (Site 5)",Bay Point,CA,Power Plants,2018,75410.326955
"Gwf Power Systems, L.P. (Site 5)",Bay Point,CA,Power Plants,2019,78837.9515498
"Gwf Power Systems, L.P. (Site 5)",Bay Point,CA,Power Plants,2020,74272.83556889999
Gwinville (Sesh) Compressor Station,New Hebron,MS,Petroleum And Natural Gas Systems,2018,126810.75712299999
Gwinville (Sesh) Compressor Station,New Hebron,MS,Petroleum And Natural Gas Systems,2019,118122.19582999992
Gwinville (Sesh) Compressor Station,New Hebron,MS,Petroleum And Natural Gas Systems,2020,114139.90004599998
H A Wagner Llc,Baltimore,MD,Power Plants,2018,451197.31651999993
H A Wagner Llc,Baltimore,MD,Power Plants,2019,299262.5742299998
H A Wagner Llc,Baltimore,MD,Power Plants,2020,310307.355292
H B Robinson / Darlington Electric Power Plant,Hartsville,SC,Power Plants,2018,67712.53412
H B Robinson / Darlington Electric Power Plant,Hartsville,SC,Power Plants,2019,63235.66560000005
H B Robinson / Darlington Electric Power Plant,Hartsville,SC,Power Plants,2020,56157.31695999996
H F Lee Steam Electric Plant,Goldsboro,NC,Power Plants,2018,2825293.3039599997
H F Lee Steam Electric Plant,Goldsboro,NC,Power Plants,2019,2871010.29024
H F Lee Steam Electric Plant,Goldsboro,NC,Power Plants,2020,2783975.9074199987
H L Spurlock,Maysville,KY,Power Plants,2018,6056345.213260001
H L Spurlock,Maysville,KY,Power Plants,2019,5882832.368889999
H L Spurlock,Maysville,KY,Power Plants,2020,5467060.946379998
H W Pirkey Power Plant,Hallsville,TX,Power Plants,2018,4868158.225439998
H W Pirkey Power Plant,Hallsville,TX,Power Plants,2019,4503480.367319998
H W Pirkey Power Plant,Hallsville,TX,Power Plants,2020,4534528.463500001
Habersham County - S.R.-13 Municipal Solid Waste Landfill,Mt. Airy,GA,Waste,2018,29475.020860000004
Habersham County - S.R.-13 Municipal Solid Waste Landfill,Mt. Airy,GA,Waste,2019,34523.640680000004
Habersham County - S.R.-13 Municipal Solid Waste Landfill,Mt. Airy,GA,Waste,2020,31526.62204
Haefling,Lexington,KY,Power Plants,2018,1659.5590699999998
Haefling,Lexington,KY,Power Plants,2019,5614.9901
Haefling,Lexington,KY,Power Plants,2020,7354.8833
Hagerman Compressor Station,Trout Run,PA,Petroleum And Natural Gas Systems,2018,37760.44960000001
Hagerman Compressor Station,Trout Run,PA,Petroleum And Natural Gas Systems,2019,44154.27488769999
Hagerman Compressor Station,Trout Run,PA,Petroleum And Natural Gas Systems,2020,40373.481660000034
Hagood,Charleston Heights,SC,Power Plants,2018,24946.291279999994
Hagood,Charleston Heights,SC,Power Plants,2019,23605.046150000002
Hagood,Charleston Heights,SC,Power Plants,2020,27008.307840000012
"Haier Us Appliance Solutions, Inc.",Louisville,KY,"Import And Export Of Equipment Containing Fluorintaed Ghgs,Other",2018,24456.674699999996
"Haier Us Appliance Solutions, Inc.",Louisville,KY,"Import And Export Of Equipment Containing Fluorintaed Ghgs,Other",2019,24420.791520000006
"Haier Us Appliance Solutions, Inc.",Louisville,KY,"Import And Export Of Equipment Containing Fluorintaed Ghgs,Other",2020,23332.890079999997
Hal C Weaver Power Plant,Austin,TX,Power Plants,2018,193295.55550000002
Hal C Weaver Power Plant,Austin,TX,Power Plants,2019,180376.53994000002
Hal C Weaver Power Plant,Austin,TX,Power Plants,2020,170035.52975999992
Halifax Landfill,Halifax,MA,Waste,2018,1074.1032999999998
Halifax Landfill,Halifax,MA,Waste,2019,1198.99666
Halifax Landfill,Halifax,MA,Waste,2020,1093.9822
Hall County Allen Creek Landfill,Gainesville,GA,Waste,2018,18059.94017999999
Hall County Allen Creek Landfill,Gainesville,GA,Waste,2019,18717.585599999995
Hall County Allen Creek Landfill,Gainesville,GA,Waste,2020,20000.166168199987
Hall County Candler Road Mswlf,Gainesville,GA,Waste,2018,61801.53381999998
Hall County Candler Road Mswlf,Gainesville,GA,Waste,2019,64528.217105799995
Hall County Candler Road Mswlf,Gainesville,GA,Waste,2020,67558.03470169999
Hall Summit Compressor Station,Ringgold,LA,Petroleum And Natural Gas Systems,2018,70300.64305000001
Hall Summit Compressor Station,Ringgold,LA,Petroleum And Natural Gas Systems,2019,65282.54182000002
Hall Summit Compressor Station,Ringgold,LA,Petroleum And Natural Gas Systems,2020,58528.73386000006
Halley Plant / Compressor Station,Kermit,TX,Petroleum And Natural Gas Systems,2018,70500.62359720004
Halley Plant / Compressor Station,Kermit,TX,Petroleum And Natural Gas Systems,2019,66519.21372
Halley Plant / Compressor Station,Kermit,TX,Petroleum And Natural Gas Systems,2020,63376.35154000002
Halo Compressor Station,Sycamore,PA,Petroleum And Natural Gas Systems,2018,83699.13906000002
Halo Compressor Station,Sycamore,PA,Petroleum And Natural Gas Systems,2019,74840.4670916
Halo Compressor Station,Sycamore,PA,Petroleum And Natural Gas Systems,2020,78313.72466000007
Hamakua Energy Partners,Honokaa,HI,Power Plants,2018,82979.17252000001
Hamakua Energy Partners,Honokaa,HI,Power Plants,2019,68400.06208000002
Hamakua Energy Partners,Honokaa,HI,Power Plants,2020,56318.412939999995
Hambert Compressor Station,Gilcrest,CO,Petroleum And Natural Gas Systems,2018,32048.75490999999
Hambert Compressor Station,Gilcrest,CO,Petroleum And Natural Gas Systems,2019,32234.2221385
Hambert Compressor Station,Gilcrest,CO,Petroleum And Natural Gas Systems,2020,32556.227959999997
Hamiliton Sunstrand,Rockford,IL,Other,2018,1074.63198
Hamiliton Sunstrand,Rockford,IL,Other,2019,1134.3171200000002
Hamiliton Sunstrand,Rockford,IL,Other,2020,1064.21682
Hamilton Liberty Llc,Towanda,PA,Power Plants,2018,1846727.3844200007
Hamilton Liberty Llc,Towanda,PA,Power Plants,2019,1986905.4924899999
Hamilton Liberty Llc,Towanda,PA,Power Plants,2020,1914853.2721499996
Hamilton Moses,Forrest City,AR,Power Plants,2018,0.0
Hamilton Moses,Forrest City,AR,Power Plants,2019,0.0
Hamilton Moses,Forrest City,AR,Power Plants,2020,0.0
Hamilton Municipal Power Plant,Hamilton,OH,Power Plants,2018,6706.502889999998
Hamilton Municipal Power Plant,Hamilton,OH,Power Plants,2019,8156.482360000006
Hamilton Municipal Power Plant,Hamilton,OH,Power Plants,2020,7388.788378249999
Hamilton Patriot,Montgomery,PA,Power Plants,2018,2386433.33352
Hamilton Patriot,Montgomery,PA,Power Plants,2019,2148527.7465999993
Hamilton Patriot,Montgomery,PA,Power Plants,2020,1966264.8483800006
Hamilton Sundstrand - Plant 6,Rockford,IL,Other,2018,2949.75471
Hamilton Sundstrand - Plant 6,Rockford,IL,Other,2019,3450.2963100000006
Hamilton Sundstrand - Plant 6,Rockford,IL,Other,2020,3980.7350700000006
Hamilton Sundstrand Corporation,Windsor Locks,CT,Other,2018,30447.925759999995
Hamilton Sundstrand Corporation,Windsor Locks,CT,Other,2019,31175.537979999976
Hamilton Sundstrand Corporation,Windsor Locks,CT,Other,2020,31713.01344000002
Hamm Sanitary Landfill,Lawrence,KS,Waste,2018,227450.89870000008
Hamm Sanitary Landfill,Lawrence,KS,Waste,2019,214562.79832799998
Hamm Sanitary Landfill,Lawrence,KS,Waste,2020,216828.82794000005
Hammerhead Cpf-1,Judsonia,AR,Petroleum And Natural Gas Systems,2018,21055.567727899983
Hammerhead Cpf-1,Judsonia,AR,Petroleum And Natural Gas Systems,2019,24213.26767
Hammerhead Cpf-1,Judsonia,AR,Petroleum And Natural Gas Systems,2020,23830.034179999995
Hammond,Rome,GA,Power Plants,2018,749317.8374200002
Hammond,Rome,GA,Power Plants,2019,795480.5455000001
Hammond,Rome,GA,Power Plants,2020,892349.3388999999
Hampton/Nasa Steam Plant,Hampton,VA,Power Plants,2018,25299.746949400007
Hampton/Nasa Steam Plant,Hampton,VA,Power Plants,2019,22949.46396699999
Hampton/Nasa Steam Plant,Hampton,VA,Power Plants,2020,25732.604740000002
Hancock Compressor Station,Hancock,NY,Petroleum And Natural Gas Systems,2018,48999.410939999994
Hancock Compressor Station,Hancock,NY,Petroleum And Natural Gas Systems,2019,43436.54000000001
Hancock Compressor Station,Hancock,NY,Petroleum And Natural Gas Systems,2020,40984.91500000001
Hancock County Landfill *,Findlay,OH,Waste,2018,11968.685760800001
Hancock County Landfill *,Findlay,OH,Waste,2019,11851.26188
Hancock County Landfill *,Findlay,OH,Waste,2020,12021.510119999999
Hancock Peakers,Commerce Township,MI,Power Plants,2018,9916.978859999997
Hancock Peakers,Commerce Township,MI,Power Plants,2019,36004.129259999994
Hancock Peakers,Commerce Township,MI,Power Plants,2020,32325.768359599984
Handley Generating Station,Fort Worth,TX,Power Plants,2018,293793.01599000004
Handley Generating Station,Fort Worth,TX,Power Plants,2019,256978.80907599992
Handley Generating Station,Fort Worth,TX,Power Plants,2020,279677.1554509999
Handsome Lake Energy,Kennerdell,PA,Power Plants,2018,98714.32098999998
Handsome Lake Energy,Kennerdell,PA,Power Plants,2019,91705.02426819998
Handsome Lake Energy,Kennerdell,PA,Power Plants,2020,99435.79774999998
Hanes Mill Road Landfill,Winston-Salem,NC,Waste,2018,31756.337365899995
Hanes Mill Road Landfill,Winston-Salem,NC,Waste,2019,29045.1942918
Hanes Mill Road Landfill,Winston-Salem,NC,Waste,2020,29097.114759500004
Hanford Energy Park Peaker,Hanford,CA,Power Plants,2018,15611.24826
Hanford Energy Park Peaker,Hanford,CA,Power Plants,2019,12488.797711700005
Hanford Energy Park Peaker,Hanford,CA,Power Plants,2020,14417.867780000002
Hanford L.P.,Hanford,CA,Power Plants,2018,40641.142500000016
Hanford L.P.,Hanford,CA,Power Plants,2019,39299.0086079
Hanford L.P.,Hanford,CA,Power Plants,2020,43763.6655945
"Hanging Rock Power Company, Llc",Ironton,OH,Power Plants,2018,3315888.94322
"Hanging Rock Power Company, Llc",Ironton,OH,Power Plants,2019,3473252.9737999993
"Hanging Rock Power Company, Llc",Ironton,OH,Power Plants,2020,3743457.8689300017
Hank Nikkels Plant One,Anchorage,AK,Power Plants,2018,32447.81071000001
Hank Nikkels Plant One,Anchorage,AK,Power Plants,2019,32762.84189999999
Hank Nikkels Plant One,Anchorage,AK,Power Plants,2020,32837.48217
"Hankinson Renewable Energy, Llc",Hankinson,ND,Other,2018,188865.53442000013
"Hankinson Renewable Energy, Llc",Hankinson,ND,Other,2019,190543.0858280001
"Hankinson Renewable Energy, Llc",Hankinson,ND,Other,2020,185260.9787800001
Hanover (Agt) Station,Morristown,NJ,Petroleum And Natural Gas Systems,2018,24453.90193999999
Hanover (Agt) Station,Morristown,NJ,Petroleum And Natural Gas Systems,2019,23621.122527900003
Hanover (Agt) Station,Morristown,NJ,Petroleum And Natural Gas Systems,2020,24662.791499999985
Hanover (Te),Florham Park,NJ,Petroleum And Natural Gas Systems,2018,14258.072120000004
Hanover (Te),Florham Park,NJ,Petroleum And Natural Gas Systems,2019,15222.899633299994
Hanover (Te),Florham Park,NJ,Petroleum And Natural Gas Systems,2020,14036.190526600003
Hanson Permanente Cement,Cupertino,CA,Minerals,2018,892534.5981930005
Hanson Permanente Cement,Cupertino,CA,Minerals,2019,910046.8090429999
Hanson Permanente Cement,Cupertino,CA,Minerals,2020,931042.8094170002
Harbor Beach,Harbor Beach,MI,Power Plants,2018,5615.272320000003
Harbor Beach,Harbor Beach,MI,Power Plants,2019,166314.48463999992
Harbor Beach,Harbor Beach,MI,Power Plants,2020,211302.96861999988
Harbor Cogeneration Plant,Wilmington,CA,Power Plants,2018,20011.79410000001
Harbor Cogeneration Plant,Wilmington,CA,Power Plants,2019,19149.976460000005
Harbor Cogeneration Plant,Wilmington,CA,Power Plants,2020,25501.10432
Harbor Generating Station,Wilmington,CA,Power Plants,2018,51964.67540819999
Harbor Generating Station,Wilmington,CA,Power Plants,2019,47423.04296
Harbor Generating Station,Wilmington,CA,Power Plants,2020,52975.13400000002
Hardee Power Station,Bowling Green,FL,Power Plants,2018,219826.63829320006
Hardee Power Station,Bowling Green,FL,Power Plants,2019,214924.39031999995
Hardee Power Station,Bowling Green,FL,Power Plants,2020,192808.57973999996
Hardin County Landfill,Elizabethtown,KY,Waste,2018,164213.45085999998
Hardin County Landfill,Elizabethtown,KY,Waste,2019,154459.14786900004
Hardin County Landfill,Elizabethtown,KY,Waste,2020,149493.42345999996
Hardin County Peaking Facility,Kountze,TX,Power Plants,2018,51499.853319999995
Hardin County Peaking Facility,Kountze,TX,Power Plants,2019,49617.30282
Hardin County Peaking Facility,Kountze,TX,Power Plants,2020,53828.214849100004
Hardin Generating Station,Hardin,MT,Power Plants,2018,167252.22366000005
Hardin Generating Station,Hardin,MT,Power Plants,2019,163821.40649999992
Hardin Generating Station,Hardin,MT,Power Plants,2020,154282.6268699999
Harding Street Station (Ew Stout),Indianapolis,IN,Power Plants,2018,988035.2835800009
Harding Street Station (Ew Stout),Indianapolis,IN,Power Plants,2019,864299.7481999994
Harding Street Station (Ew Stout),Indianapolis,IN,Power Plants,2020,915715.6353800005
Hardwick Landfill,Hardwick,MA,Waste,2018,3450.62628725
Hardwick Landfill,Hardwick,MA,Waste,2019,3600.2138965000004
Hardwick Landfill,Hardwick,MA,Waste,2020,3989.0944614800014
Harford Waste Disposal Center,Street,MD,Waste,2018,53539.6096317
Harford Waste Disposal Center,Street,MD,Waste,2019,37115.76942
Harford Waste Disposal Center,Street,MD,Waste,2020,40577.54570000001
Harford Waste-To-Energy Facility,Joppa,MD,Waste,2018,11801.531599999997
Harford Waste-To-Energy Facility,Joppa,MD,Waste,2019,11341.584297970001
Harford Waste-To-Energy Facility,Joppa,MD,Waste,2020,14083.47200191
Hargis-Hebert Electric Generating Statio,Lafayette,LA,Power Plants,2018,11930.968599999998
Hargis-Hebert Electric Generating Statio,Lafayette,LA,Power Plants,2019,14453.894240000001
Hargis-Hebert Electric Generating Statio,Lafayette,LA,Power Plants,2020,13623.015179999995
Harlem River Yard,Bronx,NY,Power Plants,2018,15220.401739999996
Harlem River Yard,Bronx,NY,Power Plants,2019,10670.506260000004
Harlem River Yard,Bronx,NY,Power Plants,2020,12763.699420000003
Harllee Branch,Milledgeville,GA,Power Plants,2018,719330.8582800005
Harllee Branch,Milledgeville,GA,Power Plants,2019,691838.8139640001
Harllee Branch,Milledgeville,GA,Power Plants,2020,787639.5760999998
Harmony Compressor Station,Searcy,AR,Petroleum And Natural Gas Systems,2018,79984.1212453
Harmony Compressor Station,Searcy,AR,Petroleum And Natural Gas Systems,2019,78630.3086254
Harmony Compressor Station,Searcy,AR,Petroleum And Natural Gas Systems,2020,79683.9592354
Harold J Landry Landfill,Berwick,LA,Waste,2018,107774.11783400003
Harold J Landry Landfill,Berwick,LA,Waste,2019,118129.31175999997
Harold J Landry Landfill,Berwick,LA,Waste,2020,118897.58332
Harquahala Generating Company,Tonopah,AZ,Power Plants,2018,756809.9041400005
Harquahala Generating Company,Tonopah,AZ,Power Plants,2019,707223.4633800003
Harquahala Generating Company,Tonopah,AZ,Power Plants,2020,581736.3696780003
Harrington Station,Amarillo,TX,Power Plants,2018,5305229.220789998
Harrington Station,Amarillo,TX,Power Plants,2019,4954827.123629999
Harrington Station,Amarillo,TX,Power Plants,2020,5324359.457799998
Harrison County Mine,Mannington,WV,Other,2018,1463438.4515200004
Harrison County Mine,Mannington,WV,Other,2019,1464484.054020001
Harrison County Mine,Mannington,WV,Other,2020,1450192.1151400008
Harrison County Power Project,Marshall,TX,Power Plants,2018,787708.0967200003
Harrison County Power Project,Marshall,TX,Power Plants,2019,735037.6772400001
Harrison County Power Project,Marshall,TX,Power Plants,2020,550919.9546800003
Harrison Hub Fractionation Plant,Scio,OH,"Natural Gas And Natural Gas Liquids Suppliers,Petroleum And Natural Gas Systems",2018,76290.87063999998
Harrison Hub Fractionation Plant,Scio,OH,"Natural Gas And Natural Gas Liquids Suppliers,Petroleum And Natural Gas Systems",2019,86741.76190000001
Harrison Hub Fractionation Plant,Scio,OH,"Natural Gas And Natural Gas Liquids Suppliers,Petroleum And Natural Gas Systems",2020,85284.78917639997
Harrison Landfill,Tucson,AZ,Waste,2018,5256.1932799999995
Harrison Landfill,Tucson,AZ,Waste,2019,5461.115835750001
Harrison Landfill,Tucson,AZ,Waste,2020,5780.31196002
Harrison Power Station,Haywood,WV,Power Plants,2018,12704032.303740006
Harrison Power Station,Haywood,WV,Power Plants,2019,12262555.233180005
Harrison Power Station,Haywood,WV,Power Plants,2020,12619902.616940007
"Harrison Station - Dominion Transmission, Inc",Harrison Valley,PA,Petroleum And Natural Gas Systems,2018,353762.6721317999
"Harrison Station - Dominion Transmission, Inc",Harrison Valley,PA,Petroleum And Natural Gas Systems,2019,121238.50975299999
"Harrison Station - Dominion Transmission, Inc",Harrison Valley,PA,Petroleum And Natural Gas Systems,2020,328125.6524970003
Harrison West Compressor Station,Freeport,OH,Petroleum And Natural Gas Systems,2018,34267.43471
Harrison West Compressor Station,Freeport,OH,Petroleum And Natural Gas Systems,2019,34258.27524000001
Harrison West Compressor Station,Freeport,OH,Petroleum And Natural Gas Systems,2020,33762.89802079999
Harry Allen,Las Vegas,NV,Power Plants,2018,1101905.3347000002
Harry Allen,Las Vegas,NV,Power Plants,2019,1066235.04586
Harry Allen,Las Vegas,NV,Power Plants,2020,1005618.88563
Harry D. Mattison Power Plant,Tontitown,AR,Power Plants,2018,36255.74963049999
Harry D. Mattison Power Plant,Tontitown,AR,Power Plants,2019,44677.95961
Harry D. Mattison Power Plant,Tontitown,AR,Power Plants,2020,48289.62158999999
Harsco Metals,E. Chicago,IN,Minerals,2018,557.8058819999999
Harsco Metals,E. Chicago,IN,Minerals,2019,594.1117399999997
Harsco Metals,E. Chicago,IN,Minerals,2020,585.0975999999995
Hartford Hospital Cogeneration Facility,Hartford,CT,Power Plants,2018,57044.46962
Hartford Hospital Cogeneration Facility,Hartford,CT,Power Plants,2019,51457.65614
Hartford Hospital Cogeneration Facility,Hartford,CT,Power Plants,2020,45900.66812000001
Hartford Landfill,Hartford,CT,Waste,2018,2994.576603000001
Hartford Landfill,Hartford,CT,Waste,2019,2555.11106475
Hartford Landfill,Hartford,CT,Waste,2020,2427.501793
Hartford Steam - Columbus Plant,Hartford,CT,Power Plants,2018,44554.314685500016
Hartford Steam - Columbus Plant,Hartford,CT,Power Plants,2019,46238.16486010001
Hartford Steam - Columbus Plant,Hartford,CT,Power Plants,2020,51619.98072999998
Hartman Ranch Compressor Station,George West,TX,Petroleum And Natural Gas Systems,2018,4046.576000000001
Hartman Ranch Compressor Station,George West,TX,Petroleum And Natural Gas Systems,2019,4233.90957
Hartman Ranch Compressor Station,George West,TX,Petroleum And Natural Gas Systems,2020,6252.235819999998
Hartwell Energy Facility,Hartwell,GA,Power Plants,2018,49807.214860000015
Hartwell Energy Facility,Hartwell,GA,Power Plants,2019,54006.798760000005
Hartwell Energy Facility,Hartwell,GA,Power Plants,2020,43065.750700000004
Hartzog,Gillette,WY,Power Plants,2018,821.4236000000002
Hartzog,Gillette,WY,Power Plants,2019,855.6923599999996
Hartzog,Gillette,WY,Power Plants,2020,1063.2354700000003
Harvey Couch,Stamps,AR,Power Plants,2018,0.0
Harvey Couch,Stamps,AR,Power Plants,2019,0.0
Harvey Couch,Stamps,AR,Power Plants,2020,0.0
Harvey Mine,Richhill,PA,Other,2018,1354566.42538
Harvey Mine,Richhill,PA,Other,2019,1290234.38103
Harvey Mine,Richhill,PA,Other,2020,1019949.5537500008
Hastings Landfill,Hastings,NE,Waste,2018,52320.44482
Hastings Landfill,Hastings,NE,Waste,2019,54613.06234000001
Hastings Landfill,Hastings,NE,Waste,2020,56093.61022
Hastings Sanitary Landfill,Hastings,MI,Waste,2018,8252.122084269999
Hastings Sanitary Landfill,Hastings,MI,Waste,2019,8389.710879999997
Hastings Sanitary Landfill,Hastings,MI,Waste,2020,8266.072386139997
Hatfield'S Ferry Power Station,Masontown,PA,Power Plants,2018,7567479.41342
Hatfield'S Ferry Power Station,Masontown,PA,Power Plants,2019,7140044.005519997
Hatfield'S Ferry Power Station,Masontown,PA,Power Plants,2020,6856573.586619997
Hatters Pond Gas Plant,Creola,AL,"Natural Gas And Natural Gas Liquids Suppliers,Petroleum And Natural Gas Systems",2018,63031.01538690003
Hatters Pond Gas Plant,Creola,AL,"Natural Gas And Natural Gas Liquids Suppliers,Petroleum And Natural Gas Systems",2019,60351.33349999998
Hatters Pond Gas Plant,Creola,AL,"Natural Gas And Natural Gas Liquids Suppliers,Petroleum And Natural Gas Systems",2020,58636.25161200001
Hattiesburg Gas Storage And Petal Gas Storage Compressor Station,Petal,MS,Petroleum And Natural Gas Systems,2018,60957.68296880006
Hattiesburg Gas Storage And Petal Gas Storage Compressor Station,Petal,MS,Petroleum And Natural Gas Systems,2019,63161.37716819998
Hattiesburg Gas Storage And Petal Gas Storage Compressor Station,Petal,MS,Petroleum And Natural Gas Systems,2020,67623.26213999993
Havana,Havana,IL,Power Plants,2018,2905514.2604700006
Havana,Havana,IL,Power Plants,2019,2889225.312300001
Havana,Havana,IL,Power Plants,2020,2875388.812100001
Haven Gas Plant,Haven,KS,Petroleum And Natural Gas Systems,2018,151800.1527779999
Haven Gas Plant,Haven,KS,Petroleum And Natural Gas Systems,2019,134443.19909
Haven Gas Plant,Haven,KS,Petroleum And Natural Gas Systems,2020,116493.68935999999
"Haverhill Coke Company, Llc",Franklin Furnace,OH,Metals,2018,799990.5855600003
"Haverhill Coke Company, Llc",Franklin Furnace,OH,Metals,2019,790344.3433899997
"Haverhill Coke Company, Llc",Franklin Furnace,OH,Metals,2020,792692.84168
Haverhill Landfill,Haverhill,MA,Waste,2018,55460.94134
Haverhill Landfill,Haverhill,MA,Waste,2019,54163.51978
Haverhill Landfill,Haverhill,MA,Waste,2020,52099.48594
Hawaii Electric Light Co (Helco) - Kanoelehua Hill Generating Station,Hilo,HI,Power Plants,2018,157728.94168000005
Hawaii Electric Light Co (Helco) - Kanoelehua Hill Generating Station,Hilo,HI,Power Plants,2019,144054.03530500003
Hawaii Electric Light Co (Helco) - Kanoelehua Hill Generating Station,Hilo,HI,Power Plants,2020,147025.1515600001
Hawaii Electric Light Co (Helco) - Keahole Generating Station,Kailua Kona,HI,Power Plants,2018,186500.76830000003
Hawaii Electric Light Co (Helco) - Keahole Generating Station,Kailua Kona,HI,Power Plants,2019,168200.93076000005
Hawaii Electric Light Co (Helco) - Keahole Generating Station,Kailua Kona,HI,Power Plants,2020,138772.14367999995
Hawaii Electric Light Co (Helco) - Puna Generating Station,Keaau,HI,Power Plants,2018,23953.9293679
Hawaii Electric Light Co (Helco) - Puna Generating Station,Keaau,HI,Power Plants,2019,22112.03562
Hawaii Electric Light Co (Helco) - Puna Generating Station,Keaau,HI,Power Plants,2020,23160.298559999996
Hawaiian Commercial And Sugar Company,Puunene,HI,"Other,Waste",2018,52970.05548950001
Hawaiian Commercial And Sugar Company,Puunene,HI,"Other,Waste",2019,56593.567923500006
Hawaiian Commercial And Sugar Company,Puunene,HI,"Other,Waste",2020,49971.7287505
Hawaiian Commerical And Sugar Company,Puunene,HI,Other,2018,1495968.5921649998
Hawaiian Commerical And Sugar Company,Puunene,HI,Other,2019,1202383.0170699994
Hawaiian Commerical And Sugar Company,Puunene,HI,Other,2020,803183.8770800004
Hawaiian Electric Company (Heco) - Waiau Generating Station,Pearl City,HI,Power Plants,2018,757424.5014
Hawaiian Electric Company (Heco) - Waiau Generating Station,Pearl City,HI,Power Plants,2019,780649.2655100002
Hawaiian Electric Company (Heco) - Waiau Generating Station,Pearl City,HI,Power Plants,2020,722035.3107600004
Hawaiian Electric Company (Heco) Campbell Industrial Park Generating Station,Kapolei,HI,Power Plants,2018,117.91943000000003
Hawaiian Electric Company (Heco) Campbell Industrial Park Generating Station,Kapolei,HI,Power Plants,2019,132.79298000000003
Hawaiian Electric Company (Heco) Campbell Industrial Park Generating Station,Kapolei,HI,Power Plants,2020,149.01576
Hawaiian Electric Company (Heco) Kahe Generating Station,Kapolei,HI,Power Plants,2018,1884258.2339499989
Hawaiian Electric Company (Heco) Kahe Generating Station,Kapolei,HI,Power Plants,2019,1799656.2745800007
Hawaiian Electric Company (Heco) Kahe Generating Station,Kapolei,HI,Power Plants,2020,1779756.6777499996
Hawaiian Electric Company (Heco)-Honolulu Generating Station,Honolulu,HI,Power Plants,2018,9807.72314
Hawaiian Electric Company (Heco)-Honolulu Generating Station,Honolulu,HI,Power Plants,2019,17552.737119999994
Hawaiian Electric Company (Heco)-Honolulu Generating Station,Honolulu,HI,Power Plants,2020,15372.438249999997
Hawk Road Energy Facility,Franklin,GA,Power Plants,2018,308726.3385200001
Hawk Road Energy Facility,Franklin,GA,Power Plants,2019,271971.2142889999
Hawk Road Energy Facility,Franklin,GA,Power Plants,2020,270644.8511129999
"Hawkeye Energy Greenport, Llc",Greenport,NY,Power Plants,2018,15003.688270000008
"Hawkeye Energy Greenport, Llc",Greenport,NY,Power Plants,2019,14661.655160000006
"Hawkeye Energy Greenport, Llc",Greenport,NY,Power Plants,2020,13340.1136
Hawkins Gas Plant,Hawkins,TX,Petroleum And Natural Gas Systems,2018,230939.01140000002
Hawkins Gas Plant,Hawkins,TX,Petroleum And Natural Gas Systems,2019,225180.37020400004
Hawkins Gas Plant,Hawkins,TX,Petroleum And Natural Gas Systems,2020,215287.87816000002
Hawkville Gas Treating Facility,Cotulla,TX,Petroleum And Natural Gas Systems,2018,84563.5843832
Hawkville Gas Treating Facility,Cotulla,TX,Petroleum And Natural Gas Systems,2019,91920.59362739995
Hawkville Gas Treating Facility,Cotulla,TX,Petroleum And Natural Gas Systems,2020,88433.54715000001
Hawkville North East Central Delivery Point,Tilden,TX,Petroleum And Natural Gas Systems,2018,41068.276171999976
Hawkville North East Central Delivery Point,Tilden,TX,Petroleum And Natural Gas Systems,2019,39873.6987
Hawkville North East Central Delivery Point,Tilden,TX,Petroleum And Natural Gas Systems,2020,40544.78289000003
Hawthorn,Kansas City,MO,Power Plants,2018,3277164.171340001
Hawthorn,Kansas City,MO,Power Plants,2019,3195928.9291
Hawthorn,Kansas City,MO,Power Plants,2020,2951507.0478600007
Hawthorn Generating Station,Kansas City,MO,Power Plants,2018,2639280.1909399983
Hawthorn Generating Station,Kansas City,MO,Power Plants,2019,2506920.38183
Hawthorn Generating Station,Kansas City,MO,Power Plants,2020,2435956.30372
Hay Road,Wilmington,DE,Power Plants,2018,1519685.0740999999
